"Side","Symbol","Name","Order Price","Order Qty","Order Amount","Status","Filled@Avg Price","Order Time","Order Type","Time-in-Force","Allow Pre-Market","Session","Trigger price","Position Opening","Markets","Currency","Order Source","Fill Qty","Fill Price","Fill Amount","Fill Time","Markets","Currency","Counterparty","Remarks","Commission","Platform Fees","Settlement Fees","Options Regulatory Fees","OCC Fees","Option Settlement Fees","SEC Fees","Trading Activity Fees","Stamp Duty","Trading Fees","SFC Levy","FRC Levy","Trading Tariff","Consolidated Audit Trail Fees","Total"
"Sell","09988","BABA-W","134.40","100","13,440.00","Filled","100@134.40","Sep 1, 2025 09:39:31 HKT","Limit","Day","Allow","","","","HK","HKD","","100","134.40","13,440.00","Sep 1, 2025 09:39:33 HKT","HK","HKD","7367","","4.03","15","0.56","","","","","","14","0.76","0.36","0.02","","","34.73"
"Buy","09988","BABA-W","134.60","200","26,920.00","Filled","200@134.50","Sep 1, 2025 09:35:18 HKT","Limit","Day","Allow","","","","HK","HKD","","200","134.50","26,900.00","Sep 1, 2025 09:35:18 HKT","HK","HKD","5460","","8.07","15","1.13","","","","","","27","1.52","0.73","0.04","","","53.49"
"Sell","09988","BABA-W","Market Price","200","26,800.00","Filled","200@134.00","Sep 1, 2025 09:32:58 HKT","Market","Day","","","","","HK","HKD","","200","134.00","26,800.00","Sep 1, 2025 09:32:59 HKT","HK","HKD","2083","","8.04","15","1.13","","","","","","27","1.51","0.72","0.04","","","53.44"
"Buy","09988","BABA-W","117.10","100","11,710.00","Filled","100@117.10","Aug 28, 2025 11:48:09 HKT","Limit","Day","Allow","","","","HK","HKD","","100","117.10","11,710.00","Aug 28, 2025 11:48:09 HKT","HK","HKD","4107","","3.51","15","0.49","","","","","","12","0.66","0.32","0.02","","","32"
"Sell","BRKB251219C500000","BRKB 251219 500.00C","18.35","1","1,835.00","Filled","1@18.35","Aug 27, 2025 10:09:37 ET","Limit","Day","","","","","US","USD","","1","18.35","1,835.00","Aug 27, 2025 10:09:44 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Sell","OSCR","Oscar Health","16.41","20","328.20","Filled","20@16.4102","Aug 26, 2025 10:31:26 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","16.4102","328.20","Aug 26, 2025 10:31:29 ET","US","USD","","","0.99","1","0.06","","","","","0.01","","","","","","0","2.06"
"Sell","OSCR260320C15000","OSCR 260320 15.00C","4.80","2","960.00","Filled","2@4.80","Aug 26, 2025 10:01:16 ET","Limit","Day","","","","","US","USD","","2","4.80","960.00","Aug 26, 2025 10:01:18 ET","US","USD","","","1.99","0.6","","0.03","0.04","0.36","","0.01","","","","","","0.01","3.04"
"Buy","01810","XIAOMI-W","53.40","200","10,680.00","Filled","200@53.40","Aug 26, 2025 15:22:29 HKT","Limit","Day","Allow","","","","HK","HKD","","200","53.40","10,680.00","Aug 26, 2025 15:22:30 HKT","HK","HKD","6996","","3.2","15","0.45","","","","","","11","0.6","0.29","0.02","","","30.56"
"Buy","MSTR","Strategy","352.86","5","1,764.30","Filled","5@352.86","Aug 22, 2025 10:49:37 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","352.86","1,764.30","Aug 22, 2025 10:49:37 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Sell","MSTR","Strategy","Market Price","5","1,740.26","Filled","5@348.0522","Aug 22, 2025 10:19:36 ET","Market","Day","","Regular Trading Hours","","","US","USD","","5","348.0522","1,740.26","Aug 22, 2025 10:19:36 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Buy","MSTR","Strategy","350.31","5","1,751.55","Filled","5@350.31","Aug 22, 2025 10:18:14 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","350.31","1,751.55","Aug 22, 2025 10:18:14 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","FIG","FIGMA INC","73.25","1","73.25","Filled","1@73.25","Aug 22, 2025 09:15:20 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","73.25","73.25","Aug 22, 2025 09:15:23 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Buy","09988","BABA-W","116.30","100","11,630.00","Filled","100@116.30","Aug 22, 2025 10:26:46 HKT","Limit","Day","Allow","","","","HK","HKD","","100","116.30","11,630.00","Aug 22, 2025 10:26:46 HKT","HK","HKD","3436","","3.49","15","0.49","","","","","","12","0.66","0.31","0.02","","","31.97"
"Buy","UNH","UnitedHealth","303.73","5","1,518.65","Filled","5@303.73","Aug 21, 2025 10:35:04 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","303.73","1,518.65","Aug 21, 2025 10:35:09 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","01810","XIAOMI-W","51.45","200","10,290.00","Filled","200@51.45","Aug 21, 2025 10:57:32 HKT","Limit","Day","Allow","","","","HK","HKD","","200","51.45","10,290.00","Aug 21, 2025 10:57:39 HKT","HK","HKD","5999","","3.09","15","0.43","","","","","","11","0.58","0.28","0.02","","","30.4"
"Buy","INOD","Innodata","37.01","11","407.11","Filled","11@36.9873","Aug 20, 2025 10:05:36 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","11","36.9873","406.86","Aug 20, 2025 10:05:36 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"Buy","INOD","Innodata","37.01","11","407.11","Filled","11@36.9867","Aug 20, 2025 10:05:32 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","11","36.9867","406.85","Aug 20, 2025 10:05:33 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"Sell","BRKB251219C500000","BRKB 251219 500.00C","13.90","1","1,390.00","Filled","1@13.90","Aug 19, 2025 10:19:55 ET","Limit","Day","","","","","US","USD","","1","13.90","1,390.00","Aug 19, 2025 10:19:55 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Sell","OSCR260320C15000","OSCR 260320 15.00C","5.30","1","530.00","Filled","1@5.30","Aug 19, 2025 10:08:30 ET","Limit","Day","","","","","US","USD","","1","5.30","530.00","Aug 19, 2025 10:08:30 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Buy","INOD","Innodata","38.20","10","382.00","Cancelled","0@0.00","Aug 18, 2025 10:20:30 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","BIIB","Biogen","Market Price","8","1,113.60","Filled","8@139.20","Aug 18, 2025 10:04:30 ET","Market","Day","","Regular Trading Hours","","","US","USD","","8","139.20","1,113.60","Aug 18, 2025 10:04:30 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Sell","BIIB","Biogen","139.45","8","1,115.60","Cancelled","0@0.00","Aug 18, 2025 10:04:03 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","RKLB","Rocket Lab","44.00","20","880.00","Cancelled","0@0.00","Aug 18, 2025 09:08:34 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","BIIB","Biogen","Market Price","8","1,090.88","Filled","8@136.36","Aug 15, 2025 09:40:54 ET","Market","Day","","Regular Trading Hours","","","US","USD","","8","136.36","1,090.88","Aug 15, 2025 09:40:54 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Sell","INOD","Innodata","Market Price","10","394.30","Filled","10@39.43","Aug 15, 2025 09:40:35 ET","Market","Day","","Regular Trading Hours","","","US","USD","","10","39.43","394.30","Aug 15, 2025 09:40:35 ET","US","USD","","","0.99","1","0.03","","","","","0.01","","","","","","0","2.03"
"Buy","FIG","FIGMA INC","Market Price","2","154.62","Filled","2@77.31","Aug 15, 2025 09:40:08 ET","Market","Day","","Regular Trading Hours","","","US","USD","","2","77.31","154.62","Aug 15, 2025 09:40:08 ET","US","USD","","","0.99","1","0.01","","","","","","","","","","","0","2"
"Buy","FIG","FIGMA INC","76.92","2","153.84","Cancelled","0@0.00","Aug 15, 2025 09:39:53 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","FIG","FIGMA INC","79.03","1","79.03","Filled","1@79.02","Aug 14, 2025 11:27:28 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","79.02","79.02","Aug 14, 2025 11:27:28 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Sell","MIU251030C55000","MIU 251030 55.00 C","2.95","1","2,950.00","Filled","1@2.95","Aug 14, 2025 10:31:44 HKT","Limit","Day","","","","","HK","HKD","","1","2.95","2,950.00","Aug 14, 2025 10:31:44 HKT","HK","HKD","","","5.9","15","","","","","","","","","","","1","","21.9"
"Buy","FIG","FIGMA INC","83.25","1","83.25","Filled","1@83.25","Aug 13, 2025 11:12:40 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","83.25","83.25","Aug 13, 2025 11:12:40 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Buy","PDD","PDD Holdings","114.00","15","1,710.00","Cancelled","0@0.00","Aug 13, 2025 09:57:09 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","HIMS","Hims & Hers Health","48.16","40","1,926.40","Filled","40@48.159","Aug 12, 2025 12:51:40 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","48.159","1,926.36","Aug 12, 2025 12:51:40 ET","US","USD","","","0.99","1","0.12","","","","","","","","","","","0","2.11"
"Sell","OSCR","Oscar Health","14.99","30","449.70","Filled","30@14.99","Aug 12, 2025 12:45:38 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","30","14.99","449.70","Aug 12, 2025 12:45:45 ET","US","USD","","","0.99","1","0.09","","","","","0.01","","","","","","0","2.09"
"Sell","OSCR260320C15000","OSCR 260320 15.00C","3.80","1","380.00","Filled","1@3.80","Aug 12, 2025 12:45:26 ET","Limit","Day","","","","","US","USD","","1","3.80","380.00","Aug 12, 2025 12:45:58 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Buy","FIG","FIGMA INC","86.30","2","172.60","Filled","2@86.2752","Aug 12, 2025 12:40:33 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","2","86.2752","172.55","Aug 12, 2025 12:40:33 ET","US","USD","","","0.99","1","0.01","","","","","","","","","","","0","2"
"Buy","BRK.B","Berkshire Hathaway-B","464.77","1","464.77","Filled","1@464.77","Aug 12, 2025 07:53:12 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","464.77","464.77","Aug 12, 2025 07:54:27 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Buy","01810","XIAOMI-W","51.90","200","10,380.00","Filled","200@51.90","Aug 12, 2025 15:32:15 HKT","Limit","Day","Allow","","","","HK","HKD","","200","51.90","10,380.00","Aug 12, 2025 15:32:21 HKT","HK","HKD","8444","","3.11","15","0.44","","","","","","11","0.59","0.28","0.02","","","30.44"
"Buy","MIU251030C55000","MIU 251030 55.00 C","2.29","2","4,580.00","Filled","2@2.29","Aug 12, 2025 15:14:11 HKT","Limit","Day","","","","","HK","HKD","","2","2.29","4,580.00","Aug 12, 2025 15:15:00 HKT","HK","HKD","","","9.16","15","","","","","","","","","","","2","","26.16"
"Sell","GOOGL","Alphabet-A","200.92","10","2,009.20","Filled","10@200.92","Aug 11, 2025 13:25:08 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","200.92","2,009.20","Aug 11, 2025 13:25:08 ET","US","USD","","","0.99","1","0.03","","","","","0.01","","","","","","0","2.03"
"Sell","OSCR260320C15000","OSCR 260320 15.00C","4.50","1","450.00","Filled","1@4.50","Aug 11, 2025 09:53:37 ET","Limit","Day","","","","","US","USD","","1","4.50","450.00","Aug 11, 2025 09:55:23 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Buy","INOD","Innodata","43.22","20","864.40","Filled","20@43.1983","Aug 11, 2025 09:44:51 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","43.1983","863.97","Aug 11, 2025 09:44:51 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"Sell","AMZN","Amazon","221.89","5","1,109.45","Filled","5@221.89","Aug 11, 2025 09:42:59 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","221.89","1,109.45","Aug 11, 2025 09:42:59 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Sell","GOOGL","Alphabet-A","199.99","5","999.95","Filled","5@200.01","Aug 11, 2025 09:42:47 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","200.01","1,000.05","Aug 11, 2025 09:42:48 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Sell","AAPL","Apple","225.74","5","1,128.70","Filled","5@225.755","Aug 11, 2025 09:42:37 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","225.755","1,128.78","Aug 11, 2025 09:42:38 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Buy","FIG","FIGMA INC","78.36","1","78.36","Filled","1@78.3384","Aug 8, 2025 15:37:42 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","78.3384","78.34","Aug 8, 2025 15:37:43 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Short Sell","BRKB251219P440000","BRKB 251219 440.00P","7.70","1","770.00","Failed","0@0.00","Aug 8, 2025 14:33:38 ET","Limit","Day","","","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","OSCR260320C15000","OSCR 260320 15.00C","4.00","5","2,000.00","Filled","5@4.00","Aug 7, 2025 12:34:29 ET","Limit","Day","","","","","US","USD","","5","4.00","2,000.00","Aug 7, 2025 12:48:45 ET","US","USD","","","3.25","1.5","","0.08","0.1","0.9","","","","","","","","0.02","5.85"
"Short Sell","BRKB251219P440000","BRKB 251219 440.00P","8.40","1","840.00","Filled","1@8.40","Aug 7, 2025 12:25:00 ET","Limit","Day","","","","","US","USD","","1","8.40","840.00","Aug 7, 2025 12:25:01 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Buy","FIG","FIGMA INC","80.81","1","80.81","Filled","1@80.81","Aug 7, 2025 12:03:49 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","80.81","80.81","Aug 7, 2025 12:03:50 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Sell","MSTU","T-Rex 2X Long MSTR Daily Target ETF","Market Price","150","1,192.52","Filled","150@7.9501","Aug 7, 2025 12:01:19 ET","Market","Day","","Regular Trading Hours","","","US","USD","","150","7.9501","1,192.52","Aug 7, 2025 12:01:20 ET","US","USD","","","0.99","1","0.45","","","","","0.02","","","","","","0.01","2.47"
"Sell","MSTU","T-Rex 2X Long MSTR Daily Target ETF","8.00","150","1,200.00","Cancelled","0@0.00","Aug 7, 2025 12:01:09 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","MSTU","T-Rex 2X Long MSTR Daily Target ETF","7.94","150","1,191.00","Filled","150@7.935","Aug 7, 2025 11:36:03 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","150","7.935","1,190.25","Aug 7, 2025 11:36:09 ET","US","USD","","","0.99","1","0.45","","","","","","","","","","","0.01","2.45"
"Sell","OSCR","Oscar Health","14.75","40","590.00","Filled","40@14.755","Aug 7, 2025 10:29:31 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","14.755","590.20","Aug 7, 2025 10:29:34 ET","US","USD","","","0.99","1","0.12","","","","","0.01","","","","","","0","2.12"
"Sell","OSCR","Oscar Health","15.90","50","795.00","Cancelled","0@0.00","Aug 7, 2025 08:38:19 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","OSCR","Oscar Health","14.37","20","287.40","Filled","20@14.37","Aug 6, 2025 13:37:01 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","14.37","287.40","Aug 6, 2025 13:37:10 ET","US","USD","","","0.99","1","0.06","","","","","0.01","","","","","","0","2.06"
"Sell","GOOGL","Alphabet-A","198.00","10","1,980.00","Cancelled","0@0.00","Aug 6, 2025 10:46:58 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","11.35","100","1,135.00","Filled","100@11.35","Aug 6, 2025 10:41:06 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","11.35","1,135.00","Aug 6, 2025 10:46:22 ET","US","USD","","","0.99","1","0.3","","","","","0.02","","","","","","0","2.31"
"Buy","BRKB251219C500000","BRKB 251219 500.00C","7.70","1","770.00","Filled","1@7.70","Aug 6, 2025 09:58:39 ET","Limit","Day","","","","","US","USD","","1","7.70","770.00","Aug 6, 2025 10:03:45 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","","","","","","","0","2.51"
"Sell","OSCR","Oscar Health","14.65","100","1,465.00","Cancelled","0@0.00","Aug 6, 2025 09:45:24 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","AAPL","Apple","206.42","5","1,032.10","Filled","5@206.42","Aug 6, 2025 08:49:46 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","206.42","1,032.10","Aug 6, 2025 08:49:47 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Sell","AAPL","Apple","206.19","20","4,123.80","Filled","20@206.19","Aug 6, 2025 08:47:34 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","206.19","4,123.80","Aug 6, 2025 08:47:34 ET","US","USD","","","0.99","1","0.06","","","","","0.01","","","","","","0","2.06"
"Buy","AAPL","Apple","206.58","20","4,131.60","Filled","20@206.58","Aug 6, 2025 08:47:12 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","206.58","4,131.60","Aug 6, 2025 08:47:12 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"Buy","IBIT","iShares Bitcoin Trust","64.28","1","64.28","Failed","0@0.00","Aug 5, 2025 12:23:46 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","BRKB251219C500000","BRKB 251219 500.00C","7.90","1","790.00","Cancelled","0@0.00","Aug 5, 2025 12:19:21 ET","Limit","Day","","","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","IBIT","iShares Bitcoin Trust","64.22","1","64.22","Failed","0@0.00","Aug 5, 2025 12:18:43 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","IBIT","iShares Bitcoin Trust","60.10","30","1,803.00","Failed","0@0.00","Aug 5, 2025 12:17:17 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","IBIT","iShares Bitcoin Trust","60.10","30","1,803.00","Failed","0@0.00","Aug 5, 2025 12:17:04 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","BRK.B","Berkshire Hathaway-B","464.48","5","2,322.40","Filled","5@464.48","Aug 5, 2025 12:08:26 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","464.48","2,322.40","Aug 5, 2025 12:08:26 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","BRKB251219C500000","BRKB 251219 500.00C","8.10","1","810.00","Filled","1@8.10","Aug 5, 2025 12:07:46 ET","Limit","Day","","","","","US","USD","","1","8.10","810.00","Aug 5, 2025 12:07:46 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","","","","","","","0","2.51"
"Sell","FIG","FIGMA INC","89.45","10","894.50","Filled","10@89.45","Aug 5, 2025 10:19:25 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","9","89.45","805.05","Aug 5, 2025 10:19:25 ET","US","USD","","","0.99","1","0.03","","","","","0.02","","","","","","0","2.04"
"","","","","","","","","","","","","","","","","","","1","89.45","89.45","Aug 5, 2025 10:19:25 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","FIG","FIGMA INC","90.10","10","901.00","Filled","10@90.08","Aug 5, 2025 10:16:11 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","90.08","900.80","Aug 5, 2025 10:16:12 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"Buy","FIG","FIGMA INC","88.80","1","88.80","Filled","1@88.645","Aug 5, 2025 09:51:08 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","88.645","88.65","Aug 5, 2025 09:51:08 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Buy","BRK.B","Berkshire Hathaway-B","455.00","10","4,550.00","Cancelled","0@0.00","Aug 5, 2025 08:40:09 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","BRK.B","Berkshire Hathaway-B","455.00","5","2,275.00","Filled","5@459.50","Aug 5, 2025 08:40:03 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","459.50","2,297.50","Aug 5, 2025 08:40:03 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Buy","HIMS","Hims & Hers Health","45.10","100","4,510.00","Cancelled","0@0.00","Aug 5, 2025 04:59:59 ET","Limit","Good Till Sep 5, 2025 ET","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","BRK.B","Berkshire Hathaway-B","460.90","5","2,304.50","Filled","5@460.56","Aug 5, 2025 04:18:37 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","460.56","2,302.80","Aug 5, 2025 04:18:53 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Sell","FIG","FIGMA INC","Market Price","1","107.02","Filled","1@107.02","Aug 4, 2025 09:35:11 ET","Market","Day","","Regular Trading Hours","","","US","USD","","1","107.02","107.02","Aug 4, 2025 09:35:12 ET","US","USD","","","0.99","1","0","","","","","0.01","","","","","","0","2"
"Sell","FIG","FIGMA INC","107.69","1","107.69","Cancelled","0@0.00","Aug 4, 2025 09:34:57 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","BRK.B","Berkshire Hathaway-B","Market Price","5","2,295.80","Filled","5@459.16","Aug 4, 2025 09:34:48 ET","Market","Day","","Regular Trading Hours","","","US","USD","","5","459.16","2,295.80","Aug 4, 2025 09:34:49 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Sell","BRK.B","Berkshire Hathaway-B","459.19","5","2,295.95","Cancelled","0@0.00","Aug 4, 2025 09:34:14 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","09988","BABA-W","116.20","100","11,620.00","Filled","100@116.10","Aug 4, 2025 10:11:46 HKT","Limit","Day","Allow","","","","HK","HKD","","100","116.10","11,610.00","Aug 4, 2025 10:11:47 HKT","HK","HKD","8130","","3.48","15","0.49","","","","","","12","0.66","0.31","0.02","","","31.96"
"Buy","01810","XIAOMI-W","50.00","200","10,000.00","Cancelled","0@0.00","Aug 4, 2025 02:07:08 HKT","Limit","Good Till Aug 11, 2025 HKT","Allow","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","INOD","Innodata","45.56","10","455.60","Filled","10@45.56","Aug 1, 2025 14:45:38 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","45.56","455.60","Aug 1, 2025 16:12:36 ET","US","USD","","","0.99","1","0.03","","","","","0.01","","","","","","0","2.03"
"Sell","AMZN","Amazon","215.93","30","6,477.90","Filled","30@215.95","Aug 1, 2025 11:14:32 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","30","215.95","6,478.50","Aug 1, 2025 11:14:33 ET","US","USD","","","0.99","1","0.09","","","","","0.01","","","","","","0","2.09"
"Sell","AAPL","Apple","Market Price","5","1,018.58","Filled","5@203.715","Aug 1, 2025 10:44:01 ET","Market","Day","","Regular Trading Hours","","","US","USD","","5","203.715","1,018.58","Aug 1, 2025 10:44:01 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Sell","AAPL","Apple","203.91","5","1,019.55","Cancelled","0@0.00","Aug 1, 2025 10:43:48 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","10.31","50","515.50","Filled","50@10.3095","Aug 1, 2025 10:13:14 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","50","10.3095","515.48","Aug 1, 2025 10:13:14 ET","US","USD","","","0.99","1","0.15","","","","","","","","","","","0","2.14"
"Sell","AMZN","Amazon","217.74","5","1,088.70","Filled","5@217.74","Aug 1, 2025 10:02:37 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","217.74","1,088.70","Aug 1, 2025 10:02:49 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","10.20","50","510.00","Filled","50@10.1778","Aug 1, 2025 09:57:04 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","50","10.1778","508.89","Aug 1, 2025 09:57:04 ET","US","USD","","","0.99","1","0.15","","","","","","","","","","","0","2.14"
"Sell","INOD","Innodata","44.60","15","669.00","Filled","15@44.60","Aug 1, 2025 09:43:41 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","15","44.60","669.00","Aug 1, 2025 09:43:42 ET","US","USD","","","0.99","1","0.05","","","","","0.01","","","","","","0","2.05"
"Buy","FIG","FIGMA INC","100.00","1","100.00","Cancelled","0@0.00","Jul 31, 2025 14:15:34 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","FIG","FIGMA INC","105.00","1","105.00","Filled","1@102.72","Jul 31, 2025 14:15:18 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","102.72","102.72","Jul 31, 2025 14:20:45 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Sell","FIG","FIGMA INC","Market Price","1","108.90","Filled","1@108.895","Jul 31, 2025 14:13:48 ET","Market","Day","","Regular Trading Hours","","","US","USD","","1","108.895","108.90","Jul 31, 2025 14:13:49 ET","US","USD","","","0.99","1","0","","","","","0.01","","","","","","0","2"
